Player,Role,Team,Opponent Team,Opponent Player,Group,Date,Patch,No Game,Side,Time,Champion,Outcome,Level,Kills,Deaths,Assists,CS in Team's Jungle,CSM,GPM,GOLD%,VSPM,WPM,VWPM,WCPM,VS%,DPM,DMG%,KP%,GD@15,Total damage taken,First blood participate,MVP,KP%@15,Frist tower,Tower@15,Total tower,First Dragon,Number of dragon,Number of uti dragon,Number of VB,Herald,First baron,Number of baron,mini team fight,mini team fight win,mini team fight tie,team fight,team fight win,team fight tie,Team jg share
Hery,TOP,OMG,UP,Qingtian,Nirvana,24.07.2024,v14.14,1,Red,0:38:08,Twisted_Fate,Loss,18,5,4,4,12,7.8,423,23.40%,1.37,0.42,0.05,0.39,13.10%,521,17.40%,56.30%,380,21153.5,0,0,0.375,0,0,4,1,2,0,0,0,1,1,1,1,0,6,2,0,38.9
Tianzhen,JUNGLE,OMG,UP,H4cker,Nirvana,24.07.2024,v14.14,1,Red,0:38:08,Sejuani,Loss,15,2,4,10,153,4.6,295,16.30%,2.24,1.13,0.47,0.37,21.40%,373,12.50%,75.00%,-898,45733.4,0,0,0.75,0,0,4,1,2,0,0,0,1,1,1,1,0,6,2,0,38.9
Angel,MID,OMG,UP,Yuekai,Nirvana,24.07.2024,v14.14,1,Red,0:38:08,Lucian,Loss,18,3,3,5,13,10.2,454,25.10%,1.84,0.58,0.21,0.39,17.60%,521,17.40%,50.00%,-26,22791.4,0,0,0.25,0,0,4,1,2,0,0,0,1,1,1,1,0,6,2,0,38.9
Starry,ADCARRY,OMG,UP,Doggo,Nirvana,24.07.2024,v14.14,1,Red,0:38:08,Ziggs,Loss,17,4,6,7,5,8.3,393,21.80%,1.22,0.47,0.18,0.31,11.60%,1314,43.90%,68.80%,-783,20542.5,0,0,0.625,0,0,4,1,2,0,0,0,1,1,1,1,0,6,2,0,38.9
Ppgod,SUPPORT,OMG,UP,Niket,Nirvana,24.07.2024,v14.14,1,Red,0:38:08,Leona,Loss,13,2,7,7,0,1.1,241,13.30%,3.81,2.1,0.68,0.52,36.40%,263,8.80%,56.30%,-78,32631.4,0,0,0.5,0,0,4,1,2,0,0,0,1,1,1,1,0,6,2,0,38.9
Qingtian,TOP,UP,OMG,Hery,Nirvana,24.07.2024,v14.14,2,Blue,0:30:04,KSante,Loss,15,1,4,0,0,7.2,329,20.00%,1.17,0.27,0.13,0.53,14.70%,204,13.10%,33.30%,372,27041.9,0,0,0,1,1,2,0,0,0,4,1,0,0,2,1,0,2,0,0,48.2
H4cker,JUNGLE,UP,OMG,Tianzhen,Nirvana,24.07.2024,v14.14,2,Blue,0:30:04,Lillia,Loss,15,1,2,1,180,7.3,333,20.20%,0.93,0.2,0.17,0.37,11.60%,324,20.80%,66.70%,573,32293.1,1,0,1,1,1,2,0,0,0,4,1,0,0,2,1,0,2,0,0,48.2
Yuekai,MID,UP,OMG,Angel,Nirvana,24.07.2024,v14.14,2,Blue,0:30:04,Corki,Loss,15,0,2,1,4,9.4,370,22.40%,0.71,0.4,0.07,0.27,8.90%,430,27.60%,33.30%,-1374,13963.7,0,0,0,1,1,2,0,0,0,4,1,0,0,2,1,0,2,0,0,48.2
Doggo,ADCARRY,UP,OMG,Starry,Nirvana,24.07.2024,v14.14,2,Blue,0:30:04,Zeri,Loss,15,1,3,2,4,10.5,403,24.50%,1.94,0.37,0.27,0.73,24.30%,462,29.70%,100.00%,263,16883.9,1,0,1,1,1,2,0,0,0,4,1,0,0,2,1,0,2,0,0,48.2
Niket,SUPPORT,UP,OMG,Ppgod,Nirvana,24.07.2024,v14.14,2,Blue,0:30:04,Alistar,Loss,11,0,4,3,0,1.3,213,12.90%,3.24,1.76,0.43,0.67,40.60%,137,8.80%,100.00%,-56,22437.7,1,0,1,1,1,2,0,0,0,4,1,0,0,2,1,0,2,0,0,48.2
Hery,TOP,OMG,UP,Qingtian,Nirvana,24.07.2024,v14.14,2,Red,0:30:04,Gnar,Win,17,1,1,5,16,9.8,443,21.50%,1.17,0.53,0.17,0.23,10.00%,532,19.30%,40.00%,-372,15468,0,0,0.333,0,0,11,1,4,0,2,0,1,1,2,1,0,2,2,0,51.8
Tianzhen,JUNGLE,OMG,UP,H4cker,Nirvana,24.07.2024,v14.14,2,Red,0:30:04,Sejuani,Win,14,2,1,9,141,5.4,327,15.90%,2.64,1.1,0.4,0.47,22.50%,371,13.40%,73.30%,-573,28326.1,0,0,1,0,0,11,1,4,0,2,0,1,1,2,1,0,2,2,0,51.8
Angel,MID,OMG,UP,Yuekai,Nirvana,24.07.2024,v14.14,2,Red,0:30:04,Lucian,Win,17,4,0,8,24,10.5,492,23.90%,1.69,0.57,0.23,0.3,14.40%,713,25.80%,80.00%,1374,12532.4,0,0,0.667,0,0,11,1,4,0,2,0,1,1,2,1,0,2,2,0,51.8
Starry,ADCARRY,OMG,UP,Doggo,Nirvana,24.07.2024,v14.14,2,Red,0:30:04,Kaisa,Win,17,8,0,2,21,10.5,514,25.00%,0.87,0.43,0.17,0.17,7.50%,969,35.10%,66.70%,-263,11477.1,0,1,0.333,0,0,11,1,4,0,2,0,1,1,2,1,0,2,2,0,51.8
Ppgod,SUPPORT,OMG,UP,Niket,Nirvana,24.07.2024,v14.14,2,Red,0:30:04,Rakan,Win,12,0,1,12,0,1.2,283,13.70%,5.35,2.96,0.6,0.8,45.70%,177,6.40%,80.00%,56,10311.4,0,0,1,0,0,11,1,4,0,2,0,1,1,2,1,0,2,2,0,51.8
Hery,TOP,OMG,UP,Qingtian,Nirvana,24.07.2024,v14.14,3,Blue,0:30:38,Rumble,Win,16,1,2,10,17,7.7,389,18.90%,1.05,0.52,0.16,0.23,10.90%,486,20.90%,64.70%,930,11820.2,0,0,0,0,1,11,1,3,0,6,1,1,1,0,0,0,3,2,1,48.9
Tianzhen,JUNGLE,OMG,UP,H4cker,Nirvana,24.07.2024,v14.14,3,Blue,0:30:38,Sejuani,Win,14,2,2,11,146,5.5,337,16.40%,2.55,1.18,0.49,0.55,26.40%,263,11.30%,76.50%,45,32201.7,1,0,1,0,1,11,1,3,0,6,1,1,1,0,0,0,3,2,1,48.9
Angel,MID,OMG,UP,Yuekai,Nirvana,24.07.2024,v14.14,3,Blue,0:30:38,Lucian,Win,18,7,1,7,9,10.7,564,27.40%,1.71,0.46,0.13,0.39,17.80%,909,39.10%,82.40%,839,12019.9,1,1,0.5,0,1,11,1,3,0,6,1,1,1,0,0,0,3,2,1,48.9
Starry,ADCARRY,OMG,UP,Doggo,Nirvana,24.07.2024,v14.14,3,Blue,0:30:38,Kaisa,Win,16,6,2,5,36,10.6,494,24.00%,0.92,0.36,0.03,0.46,9.60%,546,23.50%,64.70%,-516,14393.9,0,0,0.5,0,1,11,1,3,0,6,1,1,1,0,0,0,3,2,1,48.9
Ppgod,SUPPORT,OMG,UP,Niket,Nirvana,24.07.2024,v14.14,3,Blue,0:30:38,Rell,Win,13,1,0,13,1,1.4,273,13.30%,3.41,1.83,0.52,0.52,35.40%,121,5.20%,82.40%,78,18676.9,1,0,1,0,1,11,1,3,0,6,1,1,1,0,0,0,3,2,1,48.9
Qingtian,TOP,UP,OMG,Hery,Nirvana,24.07.2024,v14.14,3,Red,0:30:38,Aatrox,Loss,16,0,3,1,8,7.9,323,18.70%,0.64,0.2,0.03,0.13,7.40%,160,7.90%,14.30%,-930,21838,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,3,0,1,51.1
H4cker,JUNGLE,UP,OMG,Tianzhen,Nirvana,24.07.2024,v14.14,3,Red,0:30:38,Zyra,Loss,14,0,3,6,185,6.9,329,19.10%,2.43,0.95,0.2,0.59,28.00%,467,23.20%,85.70%,-45,18133.1,0,0,1,1,1,2,0,2,0,0,0,0,0,0,0,0,3,0,1,51.1
Yuekai,MID,UP,OMG,Angel,Nirvana,24.07.2024,v14.14,3,Red,0:30:38,Corki,Loss,17,3,2,1,24,11.2,447,25.90%,1.1,0.49,0.23,0.33,12.60%,385,19.10%,57.10%,-839,16636.5,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,3,0,1,51.1
Doggo,ADCARRY,UP,OMG,Starry,Nirvana,24.07.2024,v14.14,3,Red,0:30:38,Ezreal,Loss,15,4,2,2,1,9.3,407,23.70%,0.93,0.39,0.23,0.36,10.70%,890,44.20%,85.70%,516,12194.2,0,0,1,1,1,2,0,2,0,0,0,0,0,0,0,0,3,0,1,51.1
Niket,SUPPORT,UP,OMG,Ppgod,Nirvana,24.07.2024,v14.14,3,Red,0:30:38,Leona,Loss,11,0,7,4,0,1.4,216,12.60%,3.58,1.99,0.55,0.72,41.30%,112,5.60%,57.10%,-78,21934,0,0,1,1,1,2,0,2,0,0,0,0,0,0,0,0,3,0,1,51.1
Zika,TOP,LNG,JDG,sheer,Ascend,24.07.2024,v14.14,1,Blue,0:33:52,Gnar,Win,18,3,2,5,16,9.7,459,21.70%,1.04,0.21,0.09,0.3,10.40%,594,20.40%,57.10%,333,24352.2,0,0,\,0,0,11,1,1,0,3,0,1,2,0,0,0,3,2,0,55.7
WeiWei,JUNGLE,LNG,JDG,Kanavi,Ascend,24.07.2024,v14.14,1,Blue,0:33:52,Karthus,Win,18,1,2,11,240,7.8,419,19.80%,2.49,0.83,0.18,0.5,24.80%,935,32.10%,85.70%,224,29763.6,0,0,\,0,0,11,1,1,0,3,0,1,2,0,0,0,3,2,0,55.7
Scout,MID,LNG,JDG,Yagao,Ascend,24.07.2024,v14.14,1,Blue,0:33:52,Lucian,Win,18,7,1,2,18,10.2,523,24.70%,1.67,0.3,0.15,0.5,16.60%,658,22.60%,64.30%,-1,14314.7,0,0,\,0,0,11,1,1,0,3,0,1,2,0,0,0,3,2,0,55.7
GALA,ADCARRY,LNG,JDG,Ruler,Ascend,24.07.2024,v14.14,1,Blue,0:33:52,Jhin,Win,18,3,0,9,4,10.5,474,22.40%,1.17,0.41,0.18,0.3,11.70%,584,20.10%,85.70%,-74,6338.35,0,1,\,0,0,11,1,1,0,3,0,1,2,0,0,0,3,2,0,55.7
Hang,SUPPORT,LNG,JDG,Missing,Ascend,24.07.2024,v14.14,1,Blue,0:33:52,Leona,Win,13,0,2,8,0,1.3,242,11.40%,3.67,2.1,0.68,0.71,36.50%,137,4.70%,57.10%,-127,26541.4,0,0,\,0,0,11,1,1,0,3,0,1,2,0,0,0,3,2,0,55.7
sheer,TOP,JDG,LNG,Zika,Ascend,24.07.2024,v14.14,1,Red,0:33:52,KSante,Loss,16,2,2,2,0,7.3,351,20.30%,0.62,0.38,0.12,0,6.40%,162,9.10%,57.10%,-333,29189.1,1,0,1,1,0,4,0,3,0,3,1,0,0,0,0,0,3,1,0,44.3
Kanavi,JUNGLE,JDG,LNG,WeiWei,Ascend,24.07.2024,v14.14,1,Red,0:33:52,Zyra,Loss,16,2,3,4,195,6.8,350,20.20%,2.4,0.97,0.18,0.59,24.70%,505,28.20%,85.70%,-224,24361.2,1,0,1,1,0,4,0,3,0,3,1,0,0,0,0,0,3,1,0,44.3
Yagao,MID,JDG,LNG,Scout,Ascend,24.07.2024,v14.14,1,Red,0:33:52,Corki,Loss,17,2,3,3,16,9.5,396,22.90%,1.58,0.38,0.09,0.3,16.30%,634,35.40%,71.40%,1,24631.5,0,0,0,1,0,4,0,3,0,3,1,0,0,0,0,0,3,1,0,44.3
Ruler,ADCARRY,JDG,LNG,GALA,Ascend,24.07.2024,v14.14,1,Red,0:33:52,Miss_Fortune,Loss,17,0,2,3,10,11.1,418,24.10%,1.29,0.41,0.24,0.38,13.20%,381,21.30%,42.90%,74,12964.2,0,0,0,1,0,4,0,3,0,3,1,0,0,0,0,0,3,1,0,44.3
Missing,SUPPORT,JDG,LNG,Hang,Ascend,24.07.2024,v14.14,1,Red,0:33:52,Nautilus,Loss,11,1,4,1,0,1,216,12.50%,3.82,2.36,0.65,0.44,39.40%,108,6.00%,28.60%,127,22746.3,0,0,0,1,0,4,0,3,0,3,1,0,0,0,0,0,3,1,0,44.3
sheer,TOP,JDG,LNG,Zika,Ascend,24.07.2024,v14.14,2,Blue,0:35:29,Gnar,Win,18,2,2,10,6,8,409,20.10%,1.1,0.37,0.23,0.25,11.50%,431,15.20%,63.20%,906,30986.8,0,0,0.5,1,1,10,1,3,0,5,1,1,2,3,3,0,5,3,1,56.5
Kanavi,JUNGLE,JDG,LNG,WeiWei,Ascend,24.07.2024,v14.14,2,Blue,0:35:29,Nidalee,Win,18,7,1,6,241,7.9,423,20.80%,1.7,0.17,0.11,0.7,17.80%,679,23.90%,68.40%,1306,36303.3,1,0,0.625,1,1,10,1,3,0,5,1,1,2,3,3,0,5,3,1,56.5
Yagao,MID,JDG,LNG,Scout,Ascend,24.07.2024,v14.14,2,Blue,0:35:29,Lucian,Win,18,3,2,2,20,8.9,425,20.90%,1.39,0.51,0.17,0.28,14.60%,546,19.20%,26.30%,-250,13605.9,0,0,0,1,1,10,1,3,0,5,1,1,2,3,3,0,5,3,1,56.5
Ruler,ADCARRY,JDG,LNG,GALA,Ascend,24.07.2024,v14.14,2,Blue,0:35:29,Xayah,Win,18,6,4,8,17,10.5,503,24.70%,1.2,0.37,0.2,0.51,12.60%,991,34.90%,73.70%,656,23434.9,1,1,0.625,1,1,10,1,3,0,5,1,1,2,3,3,0,5,3,1,56.5
Missing,SUPPORT,JDG,LNG,Hang,Ascend,24.07.2024,v14.14,2,Blue,0:35:29,Leona,Win,14,1,4,12,0,1,277,13.60%,4.16,2.31,0.7,0.62,43.50%,194,6.80%,68.40%,-100,26697.9,1,0,0.625,1,1,10,1,3,0,5,1,1,2,3,3,0,5,3,1,56.5
Zika,TOP,LNG,JDG,sheer,Ascend,24.07.2024,v14.14,2,Red,0:35:29,Kennen,Loss,15,3,7,3,8,6.1,317,17.80%,0.63,0.14,0.03,0.17,6.40%,596,23.70%,46.20%,-906,23887.2,0,0,0,0,0,3,0,1,0,1,0,0,0,3,0,0,5,1,1,43.5
WeiWei,JUNGLE,LNG,JDG,Kanavi,Ascend,24.07.2024,v14.14,2,Red,0:35:29,Lillia,Loss,16,2,4,3,187,6.8,324,18.20%,1.47,0.39,0.31,0.37,14.90%,433,17.20%,38.50%,-1306,35798.3,0,0,0.5,0,0,3,0,1,0,1,0,0,0,3,0,0,5,1,1,43.5
Scout,MID,LNG,JDG,Yagao,Ascend,24.07.2024,v14.14,2,Red,0:35:29,Yone,Loss,18,4,4,3,16,9.9,464,26.10%,0.93,0.14,0.11,0.17,9.40%,569,22.60%,53.80%,250,28936.4,0,0,0.25,0,0,3,0,1,0,1,0,0,0,3,0,0,5,1,1,43.5
GALA,ADCARRY,LNG,JDG,Ruler,Ascend,24.07.2024,v14.14,2,Red,0:35:29,Zeri,Loss,17,3,3,4,8,10.1,433,24.40%,1,0.28,0.03,0.39,10.10%,798,31.70%,53.80%,-656,23288.5,0,0,0.5,0,0,3,0,1,0,1,0,0,0,3,0,0,5,1,1,43.5
Hang,SUPPORT,LNG,JDG,Missing,Ascend,24.07.2024,v14.14,2,Red,0:35:29,Rakan,Loss,13,1,1,7,0,1.4,240,13.50%,5.84,3.47,0.7,0.79,59.20%,120,4.80%,61.50%,100,25197.6,0,0,0.75,0,0,3,0,1,0,1,0,0,0,3,0,0,5,1,1,43.5
Zika,TOP,LNG,JDG,sheer,Ascend,24.07.2024,v14.14,3,Blue,0:27:54,Camille,Win,16,3,1,6,1,8.2,437,21.70%,0.86,0.25,0.14,0.25,10.20%,395,16.00%,64.30%,1599,18798,0,0,1,1,3,10,0,2,0,3,0,1,1,1,0,0,2,2,0,48.4
WeiWei,JUNGLE,LNG,JDG,Kanavi,Ascend,24.07.2024,v14.14,3,Blue,0:27:54,Karthus,Win,16,1,0,10,178,7.7,401,19.90%,1.85,0.75,0.29,0.36,22.00%,542,21.90%,78.60%,-844,20297.6,0,0,1,1,3,10,0,2,0,3,0,1,1,1,0,0,2,2,0,48.4
Scout,MID,LNG,JDG,Yagao,Ascend,24.07.2024,v14.14,3,Blue,0:27:54,Yone,Win,16,5,1,7,18,9.1,467,23.20%,0.92,0.29,0.22,0.39,11.00%,629,25.40%,85.70%,988,20706.7,0,1,1,1,3,10,0,2,0,3,0,1,1,1,0,0,2,2,0,48.4
GALA,ADCARRY,LNG,JDG,Ruler,Ascend,24.07.2024,v14.14,3,Blue,0:27:54,Ziggs,Win,16,3,0,5,1,8.8,423,21.00%,0.95,0.36,0.11,0.39,11.30%,666,26.90%,57.10%,-603,9365.36,0,0,0.333,1,3,10,0,2,0,3,0,1,1,1,0,0,2,2,0,48.4
Hang,SUPPORT,LNG,JDG,Missing,Ascend,24.07.2024,v14.14,3,Blue,0:27:54,Maokai,Win,12,2,2,5,0,1.1,285,14.20%,3.82,2.01,0.36,0.43,45.40%,243,9.80%,50.00%,264,13981,0,0,0,1,3,10,0,2,0,3,0,1,1,1,0,0,2,2,0,48.4
sheer,TOP,JDG,LNG,Zika,Ascend,24.07.2024,v14.14,3,Red,0:27:54,Gnar,Loss,15,1,6,0,0,8.1,324,19.50%,0.68,0.43,0.14,0.04,7.20%,351,18.80%,25.00%,-1599,22925.1,0,0,0,0,1,2,1,3,0,3,1,0,0,1,1,0,2,0,0,51.6
Kanavi,JUNGLE,JDG,LNG,WeiWei,Ascend,24.07.2024,v14.14,3,Red,0:27:54,Zyra,Loss,14,1,3,2,194,8.5,366,22.10%,2.28,0.79,0.18,0.68,24.10%,521,27.90%,75.00%,844,19439.1,1,0,1,0,1,2,1,3,0,3,1,0,0,1,1,0,2,0,0,51.6
Yagao,MID,JDG,LNG,Scout,Ascend,24.07.2024,v14.14,3,Red,0:27:54,Lucian,Loss,15,2,2,0,10,8.7,391,23.60%,1.14,0.43,0.14,0.07,12.00%,348,18.60%,50.00%,-988,14190.9,0,0,0,0,1,2,1,3,0,3,1,0,0,1,1,0,2,0,0,51.6
Ruler,ADCARRY,JDG,LNG,GALA,Ascend,24.07.2024,v14.14,3,Red,0:27:54,Kalista,Loss,14,0,2,3,7,9.4,361,21.80%,1.28,0.39,0.14,0.43,13.50%,503,26.90%,75.00%,603,18235.1,1,0,1,0,1,2,1,3,0,3,1,0,0,1,1,0,2,0,0,51.6
Missing,SUPPORT,JDG,LNG,Hang,Ascend,24.07.2024,v14.14,3,Red,0:27:54,Renata_Glasc,Loss,11,0,1,3,0,1.2,217,13.10%,4.08,2.37,0.5,0.47,43.20%,145,7.80%,75.00%,-264,10770,1,0,1,0,1,2,1,3,0,3,1,0,0,1,1,0,2,0,0,51.6
Xiaoxu,TOP,RA,WE,Wayward,Nirvana,25.07.2024,v14.14,1,Blue,0:28:17,Mordekaiser,Win,16,0,1,2,4,8.5,353,16.60%,0.79,0.25,0.07,0.18,10.80%,312,11.60%,9.50%,86,15030,0,0,0,1,0,10,0,2,0,2,1,1,1,0,0,0,5,5,0,57.3
Xiaohao,JUNGLE,RA,WE,Yanxiang,Nirvana,25.07.2024,v14.14,1,Blue,0:28:17,Lillia,Win,17,6,0,11,205,8.2,487,23.00%,1.31,0.39,0.21,0.07,17.80%,458,17.10%,81.00%,701,35519.9,1,0,0.667,1,0,10,0,2,0,2,1,1,1,0,0,0,5,5,0,57.3
Vicla,MID,RA,WE,FoFo,Nirvana,25.07.2024,v14.14,1,Blue,0:28:17,Corki,Win,17,6,1,9,17,9.7,472,22.30%,1.07,0.46,0.25,0.32,14.50%,587,21.90%,71.40%,547,17185,1,0,0.333,1,0,10,0,2,0,2,1,1,1,0,0,0,5,5,0,57.3
Assum,ADCARRY,RA,WE,Able,Nirvana,25.07.2024,v14.14,1,Blue,0:28:17,Jhin,Win,16,9,0,9,5,9.8,543,25.60%,0.93,0.39,0.18,0.18,12.60%,1112,41.50%,85.70%,864,11567.3,1,1,0.667,1,0,10,0,2,0,2,1,1,1,0,0,0,5,5,0,57.3
Jwei,SUPPORT,RA,WE,Mark,Nirvana,25.07.2024,v14.14,1,Blue,0:28:17,Leona,Win,12,0,2,13,0,1.3,265,12.50%,3.25,1.63,0.49,0.46,44.30%,213,8.00%,61.90%,190,18706.8,1,0,0.667,1,0,10,0,2,0,2,1,1,1,0,0,0,5,5,0,57.3
Wayward,TOP,WE,RA,Xiaoxu,Nirvana,25.07.2024,v14.14,1,Red,0:28:17,KSante,Loss,14,0,5,1,2,7.6,309,19.60%,0.85,0.39,0.04,0.11,12.00%,400,20.40%,25.00%,-86,29282.9,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,5,0,0,42.7
Yanxiang,JUNGLE,WE,RA,Xiaohao,Nirvana,25.07.2024,v14.14,1,Red,0:28:17,Brand,Loss,14,1,4,2,162,6.8,327,20.70%,1.31,0.21,0.11,0.42,18.50%,588,30.00%,75.00%,-701,28422.5,0,0,1,0,0,0,1,2,0,4,0,0,0,0,0,0,5,0,0,42.7
FoFo,MID,WE,RA,Vicla,Nirvana,25.07.2024,v14.14,1,Red,0:28:17,Lucian,Loss,15,1,4,2,4,9.1,374,23.70%,1.19,0.46,0.18,0.32,16.90%,448,22.80%,75.00%,-547,17393.2,0,0,1,0,0,0,1,2,0,4,0,0,0,0,0,0,5,0,0,42.7
Able,ADCARRY,WE,RA,Assum,Nirvana,25.07.2024,v14.14,1,Red,0:28:17,Kaisa,Loss,14,2,3,1,4,9.5,371,23.50%,0.87,0.14,0.07,0.35,12.30%,407,20.80%,75.00%,-864,12121.5,0,0,1,0,0,0,1,2,0,4,0,0,0,0,0,0,5,0,0,42.7
Mark,SUPPORT,WE,RA,Jwei,Nirvana,25.07.2024,v14.14,1,Red,0:28:17,Nautilus,Loss,10,0,5,2,0,1,197,12.50%,2.84,1.34,0.35,0.21,40.30%,118,6.00%,50.00%,-190,15887.5,0,0,1,0,0,0,1,2,0,4,0,0,0,0,0,0,5,0,0,42.7
Wayward,TOP,WE,RA,Xiaoxu,Nirvana,25.07.2024,v14.14,2,Blue,0:37:40,KSante,Win,18,4,3,13,4,7.5,383,19.00%,1.21,0.72,0.32,0.13,11.20%,429,15.70%,65.40%,-125,41550.6,0,0,0.333,0,0,8,0,3,0,6,1,0,1,4,2,1,6,4,0,50.6
Yanxiang,JUNGLE,WE,RA,Xiaohao,Nirvana,25.07.2024,v14.14,2,Blue,0:37:40,Lillia,Win,18,4,2,14,228,6.7,391,19.50%,1.57,0.42,0.37,0.35,14.50%,543,19.90%,69.20%,683,38325.4,0,1,0.667,0,0,8,0,3,0,6,1,0,1,4,2,1,6,4,0,50.6
FoFo,MID,WE,RA,Vicla,Nirvana,25.07.2024,v14.14,2,Blue,0:37:40,Corki,Win,18,8,1,9,20,9.7,497,24.70%,1.88,0.45,0.11,0.56,17.30%,810,29.70%,65.40%,537,22498.3,0,0,0.333,0,0,8,0,3,0,6,1,0,1,4,2,1,6,4,0,50.6
Able,ADCARRY,WE,RA,Assum,Nirvana,25.07.2024,v14.14,2,Blue,0:37:40,Xayah,Win,18,7,7,12,20,9.7,461,23.00%,1.14,0.27,0.08,0.37,10.50%,791,29.00%,73.10%,263,26151.2,0,0,0.667,0,0,8,0,3,0,6,1,0,1,4,2,1,6,4,0,50.6
Mark,SUPPORT,WE,RA,Jwei,Nirvana,25.07.2024,v14.14,2,Blue,0:37:40,Rakan,Win,15,3,5,18,0,1.3,278,13.80%,5.02,2.81,0.32,0.64,46.40%,157,5.70%,80.80%,115,28776.3,0,0,0.667,0,0,8,0,3,0,6,1,0,1,4,2,1,6,4,0,50.6
Xiaoxu,TOP,RA,WE,Wayward,Nirvana,25.07.2024,v14.14,2,Red,0:37:40,Mordekaiser,Loss,18,4,4,6,8,8.2,399,21.40%,1.01,0.37,0.19,0.27,11.20%,808,24.30%,55.60%,125,25406.2,0,0,0.2,1,0,6,1,3,0,0,0,1,1,4,1,1,6,2,0,49.4
Xiaohao,JUNGLE,RA,WE,Yanxiang,Nirvana,25.07.2024,v14.14,2,Red,0:37:40,Lee_Sin,Loss,16,2,6,7,202,6.1,326,17.60%,1.7,0.56,0.37,0.48,18.80%,221,6.70%,50.00%,-683,36372.5,1,0,0.6,1,0,6,1,3,0,0,0,1,1,4,1,1,6,2,0,49.4
Vicla,MID,RA,WE,FoFo,Nirvana,25.07.2024,v14.14,2,Red,0:37:40,Lucian,Loss,18,5,4,5,44,9.8,471,25.30%,1.62,0.5,0.21,0.61,17.90%,1031,31.10%,55.60%,-537,21562.8,1,0,0.4,1,0,6,1,3,0,0,0,1,1,4,1,1,6,2,0,49.4
Assum,ADCARRY,RA,WE,Able,Nirvana,25.07.2024,v14.14,2,Red,0:37:40,Ezreal,Loss,17,4,7,7,12,9.1,412,22.20%,0.97,0.37,0.11,0.35,10.70%,1017,30.60%,61.10%,-263,25668.4,0,0,0.6,1,0,6,1,3,0,0,0,1,1,4,1,1,6,2,0,49.4
Jwei,SUPPORT,RA,WE,Mark,Nirvana,25.07.2024,v14.14,2,Red,0:37:40,Leona,Loss,14,3,5,9,0,1.2,251,13.50%,3.75,2.18,0.72,0.58,41.40%,243,7.30%,66.70%,-115,30015,0,0,0.8,1,0,6,1,3,0,0,0,1,1,4,1,1,6,2,0,49.4
Xiaoxu,TOP,RA,WE,Wayward,Nirvana,25.07.2024,v14.14,3,Blue,0:28:41,Camille,Win,16,3,1,6,9,9.1,444,21.10%,0.78,0.24,0.1,0.14,9.10%,396,12.70%,45.00%,-503,18920.9,0,0,0,1,2,9,1,4,0,3,1,1,1,2,2,0,3,3,0,58
Xiaohao,JUNGLE,RA,WE,Yanxiang,Nirvana,25.07.2024,v14.14,3,Blue,0:28:41,Zyra,Win,16,3,1,15,187,7.5,407,19.30%,2.1,0.77,0.14,0.49,24.50%,576,18.50%,90.00%,938,17184,1,0,1,1,2,9,1,4,0,3,1,1,1,2,2,0,3,3,0,58
Vicla,MID,RA,WE,FoFo,Nirvana,25.07.2024,v14.14,3,Blue,0:28:41,Corki,Win,17,3,0,6,20,10.5,438,20.80%,1.22,0.45,0.17,0.45,14.30%,882,28.30%,45.00%,154,16449.4,0,0,0,1,2,9,1,4,0,3,1,1,1,2,2,0,3,3,0,58
Assum,ADCARRY,RA,WE,Able,Nirvana,25.07.2024,v14.14,3,Blue,0:28:41,Ziggs,Win,16,9,1,9,6,9.5,530,25.20%,0.82,0.24,0.14,0.14,9.50%,1023,32.80%,90.00%,3116,10675.8,1,1,1,1,2,9,1,4,0,3,1,1,1,2,2,0,3,3,0,58
Jwei,SUPPORT,RA,WE,Mark,Nirvana,25.07.2024,v14.14,3,Blue,0:28:41,Leona,Win,12,2,0,12,0,1.3,286,13.60%,3.65,1.81,0.59,0.45,42.50%,244,7.80%,70.00%,571,17449.1,1,0,1,1,2,9,1,4,0,3,1,1,1,2,2,0,3,3,0,58
Wayward,TOP,WE,RA,Xiaoxu,Nirvana,25.07.2024,v14.14,3,Red,0:28:41,KSante,Loss,15,3,3,0,0,8.3,385,24.80%,0.98,0.52,0.21,0.1,13.10%,423,25.70%,100.00%,503,23196.5,0,0,\,0,0,0,0,0,0,3,0,0,0,2,0,0,3,0,0,42
Yanxiang,JUNGLE,WE,RA,Xiaohao,Nirvana,25.07.2024,v14.14,3,Red,0:28:41,Sejuani,Loss,13,0,4,2,137,5.4,272,17.50%,1.55,0.66,0.14,0.38,20.60%,188,11.50%,66.70%,-938,31320.8,0,0,\,0,0,0,0,0,0,3,0,0,0,2,0,0,3,0,0,42
FoFo,MID,WE,RA,Vicla,Nirvana,25.07.2024,v14.14,3,Red,0:28:41,Azir,Loss,15,0,3,2,18,9.7,351,22.60%,0.88,0.49,0.17,0.21,11.80%,479,29.10%,66.70%,-154,18508.8,0,0,\,0,0,0,0,0,0,3,0,0,0,2,0,0,3,0,0,42
