Player,Role,Team,Opponent Team,Opponent Player,Group,Date,Patch,No Game,Side,Time,Champion,Outcome,Level,Kills,Deaths,Assists,CS in Team's Jungle,CSM,GPM,GOLD%,VSPM,WPM,VWPM,WCPM,VS%,DPM,DMG%,KP%,GD@15,Total damage taken,First blood participate,MVP,KP%@15,Frist tower,Tower@15,Total tower,First Dragon,Number of dragon,Number of uti dragon,Number of VB,Herald,First baron,Number of baron,mini team fight,mini team fight win,mini team fight tie,team fight,team fight win,team fight tie,Team jg share
Ucal,MID,TT,EDG,Cryin,Nirvana,22.07.2024,v14.13,1,Blue,0:27:35,Lucian,Loss,14,1,1,0,0,8.8,374,23.10%,1.5,0.4,0.07,0.47,20.90%,429,23.10%,100.00%,685,10721.7,0,0,\,1,1,3,0,2,0,2,1,0,0,0,0,0,2,0,0,49.6
1xn,ADCARRY,TT,EDG,Leave,Nirvana,22.07.2024,v14.13,1,Blue,0:27:35,Ezreal,Loss,14,0,0,0,0,10,368,22.80%,0.7,0.22,0.07,0.25,9.80%,573,30.80%,0.00%,-64,11439.5,0,0,\,1,1,3,0,2,0,2,1,0,0,0,0,0,2,0,0,49.6
Feather,SUPPORT,TT,EDG,Wink,Nirvana,22.07.2024,v14.13,1,Blue,0:27:35,Leona,Loss,10,0,2,1,0,1.3,201,12.40%,2.9,1.41,0.58,0.44,40.40%,98,5.30%,100.00%,-33,14393.1,0,0,\,1,1,3,0,2,0,2,1,0,0,0,0,0,2,0,0,49.6
Solokill,TOP,EDG,TT,Hoya,Nirvana,22.07.2024,v14.13,1,Red,0:27:35,KSante,Win,15,2,1,4,0,7.7,359,19.70%,0.92,0.4,0.25,0.07,11.80%,329,16.20%,85.70%,-548,19596.5,0,0,\,0,0,7,1,2,0,4,0,1,1,0,0,0,2,2,0,50.4
Jiejie,JUNGLE,EDG,TT,Beichuan,Nirvana,22.07.2024,v14.13,1,Red,0:27:35,Lillia,Win,15,1,0,4,200,7.9,373,20.40%,1.45,0.29,0.25,0.29,18.50%,492,24.20%,71.40%,-331,29674.9,1,1,\,0,0,7,1,2,0,4,0,1,1,0,0,0,2,2,0,50.4
Cryin,MID,EDG,TT,Ucal,Nirvana,22.07.2024,v14.13,1,Red,0:27:35,Corki,Win,16,1,0,3,4,9.9,418,22.90%,1.47,0.47,0.15,0.36,18.90%,535,26.20%,57.10%,-685,15624.3,1,0,\,0,0,7,1,2,0,4,0,1,1,0,0,0,2,2,0,50.4
Leave,ADCARRY,EDG,TT,1xn,Nirvana,22.07.2024,v14.13,1,Red,0:27:35,Smolder,Win,15,3,0,1,7,9.9,431,23.60%,0.66,0.29,0.07,0.18,8.50%,514,25.20%,57.10%,64,9251.32,0,0,\,0,0,7,1,2,0,4,0,1,1,0,0,0,2,2,0,50.4
Wink,SUPPORT,EDG,TT,Feather,Nirvana,22.07.2024,v14.13,1,Red,0:27:35,Braum,Win,12,0,0,6,0,1,244,13.40%,3.3,1.89,0.58,0.33,42.30%,167,8.20%,85.70%,33,10983.8,1,0,\,0,0,7,1,2,0,4,0,1,1,0,0,0,2,2,0,50.4
Solokill,TOP,EDG,TT,Hoya,Nirvana,22.07.2024,v14.13,2,Blue,0:29:15,KSante,Loss,15,2,3,1,0,7.5,341,20.30%,1.32,0.48,0.27,0.24,17.20%,122,5.20%,37.50%,-1342,21473,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,7,1,0,42.3
Jiejie,JUNGLE,EDG,TT,Beichuan,Nirvana,22.07.2024,v14.13,2,Blue,0:29:15,Lillia,Loss,14,2,5,5,168,6.5,346,20.60%,1.6,0.27,0.24,0.41,20.80%,601,25.80%,87.50%,-717,30629.7,0,0,1,0,1,3,0,0,0,3,0,0,0,0,0,0,7,1,0,42.3
Cryin,MID,EDG,TT,Ucal,Nirvana,22.07.2024,v14.13,2,Blue,0:29:15,Corki,Loss,15,1,4,3,4,9.5,385,22.90%,0.96,0.41,0.14,0.21,12.40%,680,29.20%,50.00%,-2544,20595.6,0,0,0.333,0,1,3,0,0,0,3,0,0,0,0,0,0,7,1,0,42.3
Leave,ADCARRY,EDG,TT,1xn,Nirvana,22.07.2024,v14.13,2,Blue,0:29:15,Senna,Loss,12,2,4,6,4,2.1,298,17.70%,3.01,1.5,0.21,0.41,39.10%,679,29.20%,100.00%,-987,16921,0,0,1,0,1,3,0,0,0,3,0,0,0,0,0,0,7,1,0,42.3
Wink,SUPPORT,EDG,TT,Feather,Nirvana,22.07.2024,v14.13,2,Blue,0:29:15,Ornn,Loss,13,1,5,3,0,7,313,18.60%,0.8,0.58,0.27,0.07,10.50%,244,10.50%,50.00%,1330,39865.3,0,0,0.667,0,1,3,0,0,0,3,0,0,0,0,0,0,7,1,0,42.3
Hoya,TOP,TT,EDG,Solokill,Nirvana,22.07.2024,v14.13,2,Red,0:29:15,Poppy,Win,17,1,0,11,0,8.1,405,19.10%,1.05,0.58,0.41,0.14,12.80%,428,12.40%,57.10%,1342,17350.9,0,1,0.5,1,2,9,1,4,0,3,1,1,2,0,0,0,7,6,0,57.7
Beichuan,JUNGLE,TT,EDG,Jiejie,Nirvana,22.07.2024,v14.13,2,Red,0:29:15,Brand,Win,17,5,3,11,230,8.5,443,20.90%,1.37,0.24,0.17,0.38,16.80%,1129,32.80%,76.20%,717,27367,0,0,0.75,1,2,9,1,4,0,3,1,1,2,0,0,0,7,6,0,57.7
Ucal,MID,TT,EDG,Cryin,Nirvana,22.07.2024,v14.13,2,Red,0:29:15,Lucian,Win,17,9,1,5,4,9,526,24.80%,1.18,0.38,0.1,0.31,14.50%,879,25.50%,66.70%,2544,14884.8,0,0,0.75,1,2,9,1,4,0,3,1,1,2,0,0,0,7,6,0,57.7
1xn,ADCARRY,TT,EDG,Leave,Nirvana,22.07.2024,v14.13,2,Red,0:29:15,Ashe,Win,15,6,2,11,6,8.3,456,21.50%,1.53,0.41,0.21,0.44,18.70%,763,22.20%,81.00%,987,13319.8,1,0,0.625,1,2,9,1,4,0,3,1,1,2,0,0,0,7,6,0,57.7
Feather,SUPPORT,TT,EDG,Wink,Nirvana,22.07.2024,v14.13,2,Red,0:29:15,Braum,Win,13,0,2,18,0,0.8,289,13.60%,3.04,1.71,0.55,0.27,37.20%,246,7.20%,85.70%,-1330,29534.2,1,0,0.75,1,2,9,1,4,0,3,1,1,2,0,0,0,7,6,0,57.7
Hoya,TOP,TT,EDG,Solokill,Nirvana,22.07.2024,v14.13,3,Blue,0:28:58,Renekton,Loss,16,0,1,1,4,9,348,21.40%,1.16,0.45,0.31,0.24,13.40%,384,23.10%,33.30%,132,27901.7,0,0,0,1,0,3,1,1,0,6,1,0,0,0,0,0,4,0,0,48.6
Beichuan,JUNGLE,TT,EDG,Jiejie,Nirvana,22.07.2024,v14.13,3,Blue,0:28:58,Zyra,Loss,13,1,3,2,179,6.8,323,19.90%,1.69,0.31,0.21,0.52,19.50%,559,33.60%,100.00%,37,15657.2,0,0,1,1,0,3,1,1,0,6,1,0,0,0,0,0,4,0,0,48.6
Ucal,MID,TT,EDG,Cryin,Nirvana,22.07.2024,v14.13,3,Blue,0:28:58,Zeri,Loss,14,2,2,0,8,8.9,392,24.10%,1.16,0.35,0.1,0.31,13.40%,279,16.80%,66.70%,48,11966.2,0,0,1,1,0,3,1,1,0,6,1,0,0,0,0,0,4,0,0,48.6
1xn,ADCARRY,TT,EDG,Leave,Nirvana,22.07.2024,v14.13,3,Blue,0:28:58,Kalista,Loss,14,0,5,1,6,9.4,352,21.70%,0.89,0.24,0.07,0.28,10.20%,325,19.50%,33.30%,-71,14076.3,0,0,0,1,0,3,1,1,0,6,1,0,0,0,0,0,4,0,0,48.6
Feather,SUPPORT,TT,EDG,Wink,Nirvana,22.07.2024,v14.13,3,Blue,0:28:58,Renata_Glasc,Loss,10,0,3,2,0,1.3,209,12.90%,3.77,2.55,0.55,0.38,43.50%,118,7.10%,66.70%,-506,15888.8,0,0,0,1,0,3,1,1,0,6,1,0,0,0,0,0,4,0,0,48.6
Solokill,TOP,EDG,TT,Hoya,Nirvana,22.07.2024,v14.13,3,Red,0:28:58,Gnar,Win,16,0,1,6,8,8.3,354,18.60%,0.96,0.52,0.17,0.17,11.40%,352,14.80%,42.90%,-132,17217,0,0,0.333,0,0,7,0,4,0,0,0,1,1,0,0,0,4,4,0,51.4
Jiejie,JUNGLE,EDG,TT,Beichuan,Nirvana,22.07.2024,v14.13,3,Red,0:28:58,Lillia,Win,15,3,2,6,182,7,389,20.40%,1.51,0.38,0.28,0.45,17.90%,384,16.10%,64.30%,-37,31095.4,0,0,0.833,0,0,7,0,4,0,0,0,1,1,0,0,0,4,4,0,51.4
Cryin,MID,EDG,TT,Ucal,Nirvana,22.07.2024,v14.13,3,Red,0:28:58,Lucian,Win,16,3,0,4,8,9.6,421,22.10%,1.44,0.55,0.28,0.41,17.10%,674,28.40%,50.00%,-48,14374.4,0,0,0.667,0,0,7,0,4,0,0,0,1,1,0,0,0,4,4,0,51.4
Leave,ADCARRY,EDG,TT,1xn,Nirvana,22.07.2024,v14.13,3,Red,0:28:58,Ezreal,Win,16,6,1,6,10,10.4,479,25.20%,1.24,0.52,0.17,0.62,14.70%,821,34.60%,85.70%,71,9867.1,1,1,0.833,0,0,7,0,4,0,0,0,1,1,0,0,0,4,4,0,51.4
Wink,SUPPORT,EDG,TT,Feather,Nirvana,22.07.2024,v14.13,3,Red,0:28:58,Leona,Win,12,2,0,7,0,1.4,263,13.80%,3.28,1.73,0.55,0.35,38.90%,145,6.10%,64.30%,506,15010.8,1,0,0.833,0,0,7,0,4,0,0,0,1,1,0,0,0,4,4,0,51.4
Breathe,TOP,WBG,BLG,Bin,Ascend,23.07.2024,v14.13,1,Blue,0:29:58,Renekton,Win,17,2,1,3,1,8.7,447,21.20%,1.1,0.4,0.17,0.3,13.20%,332,13.40%,23.80%,-902,26391.7,0,0,0,0,0,9,0,1,0,3,0,1,2,0,0,0,3,3,0,58.7
Tarzan,JUNGLE,WBG,BLG,Wei,Ascend,23.07.2024,v14.13,1,Blue,0:29:58,Nidalee,Win,16,4,1,10,188,7.2,406,19.20%,1.86,0.37,0.23,0.6,22.30%,625,25.10%,66.70%,287,36907.7,1,1,0.6,0,0,9,0,1,0,3,0,1,2,0,0,0,3,3,0,58.7
xiaohu,MID,WBG,BLG,Knight,Ascend,23.07.2024,v14.13,1,Blue,0:29:58,Twisted_Fate,Win,17,3,4,8,17,8.4,449,21.30%,1.12,0.57,0.27,0.1,13.40%,553,22.30%,52.40%,-719,21679.1,0,0,0,0,0,9,0,1,0,3,0,1,2,0,0,0,3,3,0,58.7
Light,ADCARRY,WBG,BLG,Elk,Ascend,23.07.2024,v14.13,1,Blue,0:29:58,Kaisa,Win,16,10,0,5,26,9.4,528,25.00%,0.69,0.37,0.07,0.07,8.30%,797,32.10%,71.40%,976,13813.4,1,0,0.6,0,0,9,0,1,0,3,0,1,2,0,0,0,3,3,0,58.7
Crisp,SUPPORT,WBG,BLG,ON,Ascend,23.07.2024,v14.13,1,Blue,0:29:58,Rell,Win,13,2,1,11,1,1.1,279,13.20%,3.56,1.87,0.67,0.43,42.80%,179,7.20%,61.90%,211,14206.8,1,0,0.8,0,0,9,0,1,0,3,0,1,2,0,0,0,3,3,0,58.7
Bin,TOP,BLG,WBG,Breathe,Ascend,23.07.2024,v14.13,1,Red,0:29:58,Gnar,Loss,15,2,2,1,8,8.6,403,24.10%,1.01,0.43,0.1,0.17,12.00%,621,25.90%,42.90%,902,18601.5,0,0,0.5,1,1,5,1,3,0,1,1,0,0,0,0,0,3,0,0,41.3
Wei,JUNGLE,BLG,WBG,Tarzan,Ascend,23.07.2024,v14.13,1,Red,0:29:58,Zyra,Loss,13,3,6,3,134,5.2,324,19.40%,1.94,0.93,0.27,0.3,23.20%,787,32.80%,85.70%,-287,19322.6,0,0,0.5,1,1,5,1,3,0,1,1,0,0,0,0,0,3,0,0,41.3
Knight,MID,BLG,WBG,xiaohu,Ascend,23.07.2024,v14.13,1,Red,0:29:58,Yone,Loss,15,1,3,2,14,8.6,377,22.50%,1,0.2,0.17,0.3,12.00%,418,17.40%,42.90%,719,21227.9,0,0,0.5,1,1,5,1,3,0,1,1,0,0,0,0,0,3,0,0,41.3
Elk,ADCARRY,BLG,WBG,Light,Ascend,23.07.2024,v14.13,1,Red,0:29:58,Jhin,Loss,14,0,3,3,8,8.9,334,20.00%,1.07,0.3,0.1,0.37,12.70%,356,14.80%,42.90%,-976,12603.7,0,0,0,1,1,5,1,3,0,1,1,0,0,0,0,0,3,0,0,41.3
ON,SUPPORT,BLG,WBG,Crisp,Ascend,23.07.2024,v14.13,1,Red,0:29:58,Nautilus,Loss,11,1,7,4,0,1.7,236,14.10%,3.36,1.77,0.63,0.47,40.10%,217,9.10%,71.40%,-211,20562,0,0,0.5,1,1,5,1,3,0,1,1,0,0,0,0,0,3,0,0,41.3
Bin,TOP,BLG,WBG,Breathe,Ascend,23.07.2024,v14.13,2,Blue,0:24:03,Kennen,Win,15,4,1,8,0,8.6,478,21.30%,1.13,0.33,0.17,0.21,13.80%,596,21.50%,57.10%,2440,8916.82,0,0,0.143,1,2,10,1,2,0,5,1,1,1,2,0,0,5,5,0,54.1
Wei,JUNGLE,BLG,WBG,Tarzan,Ascend,23.07.2024,v14.13,2,Blue,0:24:03,Sejuani,Win,13,0,1,16,125,5.7,363,16.20%,1.19,0.42,0.33,0.08,14.50%,415,15.00%,76.20%,-805,26595.6,1,0,0.714,1,2,10,1,2,0,5,1,1,1,2,0,0,5,5,0,54.1
Knight,MID,BLG,WBG,xiaohu,Ascend,23.07.2024,v14.13,2,Blue,0:24:03,Yone,Win,15,5,1,6,29,10,501,22.30%,0.93,0.29,0.12,0.25,11.30%,540,19.40%,52.40%,756,12170.3,0,0,0.571,1,2,10,1,2,0,5,1,1,1,2,0,0,5,5,0,54.1
Elk,ADCARRY,BLG,WBG,Light,Ascend,23.07.2024,v14.13,2,Blue,0:24:03,Zeri,Win,14,12,1,5,4,9.7,601,26.80%,1.2,0.46,0.12,0.33,14.70%,1017,36.60%,81.00%,3330,8689.51,1,0,0.857,1,2,10,1,2,0,5,1,1,1,2,0,0,5,5,0,54.1
ON,SUPPORT,BLG,WBG,Crisp,Ascend,23.07.2024,v14.13,2,Blue,0:24:03,Alistar,Win,11,0,2,15,0,1,297,13.30%,3.76,1.87,0.54,0.46,45.70%,208,7.50%,71.40%,-643,20493.3,1,1,0.714,1,2,10,1,2,0,5,1,1,1,2,0,0,5,5,0,54.1
Breathe,TOP,WBG,BLG,Bin,Ascend,23.07.2024,v14.13,2,Red,0:24:03,KSante,Loss,13,0,5,1,0,7.9,339,20.90%,0.97,0.37,0.17,0.08,13.20%,204,10.30%,16.70%,-2440,17655.3,0,0,0,0,0,2,0,1,0,1,0,0,0,2,2,0,5,5,0,45.9
Tarzan,JUNGLE,WBG,BLG,Wei,Ascend,23.07.2024,v14.13,2,Red,0:24:03,Lillia,Loss,12,1,4,4,130,6.5,343,21.10%,1.33,0.29,0.21,0.29,18.10%,559,28.10%,83.30%,805,24815.8,0,0,1,0,0,2,0,1,0,1,0,0,0,2,2,0,5,5,0,45.9
xiaohu,MID,WBG,BLG,Knight,Ascend,23.07.2024,v14.13,2,Red,0:24:03,Twisted_Fate,Loss,11,5,5,0,0,6.2,372,22.90%,1.14,0.46,0.17,0.25,15.60%,459,23.10%,83.30%,-756,15385.6,0,0,0.8,0,0,2,0,1,0,1,0,0,0,2,2,0,5,5,0,45.9
Light,ADCARRY,WBG,BLG,Elk,Ascend,23.07.2024,v14.13,2,Red,0:24:03,Senna,Loss,10,0,2,4,4,1.9,253,15.60%,3.02,1.16,0.21,0.46,41.10%,509,25.60%,66.70%,-3330,7927.43,0,0,0.8,0,0,2,0,1,0,1,0,0,0,2,2,0,5,5,0,45.9
Crisp,SUPPORT,WBG,BLG,ON,Ascend,23.07.2024,v14.13,2,Red,0:24:03,Ornn,Loss,12,0,5,3,0,7.4,318,19.60%,0.88,0.46,0.17,0.08,11.90%,256,12.90%,50.00%,643,21241,0,0,0.6,0,0,2,0,1,0,1,0,0,0,2,2,0,5,5,0,45.9
Breathe,TOP,WBG,BLG,Bin,Ascend,23.07.2024,v14.13,3,Blue,0:27:09,Renekton,Loss,15,1,3,3,0,8.6,368,22.70%,1.03,0.41,0.15,0.22,14.70%,302,15.70%,50.00%,-443,28148.3,0,0,0.667,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,42
Tarzan,JUNGLE,WBG,BLG,Wei,Ascend,23.07.2024,v14.13,3,Blue,0:27:09,Brand,Loss,13,3,4,3,153,7,363,22.30%,2.14,0.92,0.22,0.59,30.50%,535,27.90%,75.00%,-474,24942.8,0,0,0.667,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,42
xiaohu,MID,WBG,BLG,Knight,Ascend,23.07.2024,v14.13,3,Blue,0:27:09,Yone,Loss,14,2,3,2,8,8.2,334,20.60%,0.43,0.22,0.11,0.07,6.10%,574,29.90%,50.00%,-601,27541.8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,42
Light,ADCARRY,WBG,BLG,Elk,Ascend,23.07.2024,v14.13,3,Blue,0:27:09,Ziggs,Loss,14,1,4,1,0,8.6,347,21.40%,0.64,0.29,0.04,0.07,9.10%,431,22.50%,25.00%,-2792,9600.44,0,0,0.333,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,42
Crisp,SUPPORT,WBG,BLG,ON,Ascend,23.07.2024,v14.13,3,Blue,0:27:09,Rell,Loss,10,1,4,3,0,1.2,213,13.10%,2.79,1.29,0.55,0.44,39.70%,75,3.90%,50.00%,-801,19656.4,0,0,0.333,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,42
Bin,TOP,BLG,WBG,Breathe,Ascend,23.07.2024,v14.13,3,Red,0:27:09,Gnar,Win,16,3,2,0,16,9.3,425,19.60%,0.77,0.48,0.11,0.07,8.60%,660,21.10%,16.70%,443,16180.6,0,0,0.286,1,1,11,1,4,0,3,1,1,1,3,3,0,2,2,0,58
Wei,JUNGLE,BLG,WBG,Tarzan,Ascend,23.07.2024,v14.13,3,Red,0:27:09,Zyra,Win,15,5,1,10,169,7.1,455,21.00%,1.61,0.77,0.41,0.26,18.10%,855,27.30%,83.30%,474,18611.7,1,1,0.857,1,1,11,1,4,0,3,1,1,1,3,3,0,2,2,0,58
Knight,MID,BLG,WBG,xiaohu,Ascend,23.07.2024,v14.13,3,Red,0:27:09,Corki,Win,16,4,2,3,21,10,440,20.30%,1.3,0.44,0.11,0.37,14.60%,832,26.60%,38.90%,601,18174.8,0,0,0.143,1,1,11,1,4,0,3,1,1,1,3,3,0,2,2,0,58
Elk,ADCARRY,BLG,WBG,Light,Ascend,23.07.2024,v14.13,3,Red,0:27:09,Kalista,Win,15,6,0,5,16,10.5,548,25.30%,1.09,0.48,0.15,0.04,12.20%,554,17.70%,61.10%,2792,9219.65,1,0,0.714,1,1,11,1,4,0,3,1,1,1,3,3,0,2,2,0,58
ON,SUPPORT,BLG,WBG,Crisp,Ascend,23.07.2024,v14.13,3,Red,0:27:09,Renata_Glasc,Win,12,0,3,12,0,1,301,13.90%,4.14,2.32,0.63,0.44,46.50%,228,7.30%,66.70%,801,15038.2,1,0,0.857,1,1,11,1,4,0,3,1,1,1,3,3,0,2,2,0,58
369,TOP,TES,NIP,shanji,Ascend,23.07.2024,v14.13,1,Blue,0:37:09,Ornn,Win,18,1,2,10,0,7.1,369,18.90%,0.95,0.3,0.11,0.24,11.10%,478,15.20%,84.60%,61,37589.1,0,0,1,1,1,11,0,3,0,4,0,0,1,0,0,0,5,1,1,51.7
Tian,JUNGLE,TES,NIP,AKi,Ascend,23.07.2024,v14.13,1,Blue,0:37:09,Nidalee,Win,18,3,2,6,235,7.6,383,19.60%,1.59,0.24,0.16,0.81,18.60%,590,18.80%,69.20%,822,43620.9,0,0,1,1,1,11,0,3,0,4,0,0,1,0,0,0,5,1,1,51.7
Creme,MID,TES,NIP,RooKie,Ascend,23.07.2024,v14.13,1,Blue,0:37:09,Corki,Win,18,5,1,6,30,10.3,472,24.20%,1.15,0.48,0.13,0.27,13.40%,960,30.50%,84.60%,-619,30124.1,0,0,0.333,1,1,11,0,3,0,4,0,0,1,0,0,0,5,1,1,51.7
JackeyLove,ADCARRY,TES,NIP,Photic,Ascend,23.07.2024,v14.13,1,Blue,0:37:09,Ezreal,Win,18,3,2,5,10,10.7,471,24.20%,0.81,0.27,0.08,0.32,9.50%,852,27.10%,61.50%,-104,19950.8,0,0,0.667,1,1,11,0,3,0,4,0,0,1,0,0,0,5,1,1,51.7
meiko,SUPPORT,TES,NIP,Zhuo,Ascend,23.07.2024,v14.13,1,Blue,0:37:09,Leona,Win,14,1,4,8,0,1.2,255,13.10%,4.05,1.75,0.43,0.86,47.40%,266,8.50%,69.20%,-102,28199.6,0,1,0.667,1,1,11,0,3,0,4,0,0,1,0,0,0,5,1,1,51.7
shanji,TOP,NIP,TES,369,Ascend,23.07.2024,v14.13,1,Red,0:37:09,Renekton,Loss,18,1,4,6,13,9,389,21.70%,1.36,0.19,0.19,0.4,14.50%,469,14.60%,63.60%,-61,46870.8,0,0,0.75,0,0,3,1,2,0,2,1,1,1,0,0,0,5,3,1,48.3
AKi,JUNGLE,NIP,TES,Tian,Ascend,23.07.2024,v14.13,1,Red,0:37:09,Zyra,Loss,17,2,4,6,216,6.8,340,18.90%,1.59,0.65,0.13,0.38,17.10%,531,16.60%,72.70%,-822,25886.9,0,0,0.5,0,0,3,1,2,0,2,1,1,1,0,0,0,5,3,1,48.3
RooKie,MID,NIP,TES,Creme,Ascend,23.07.2024,v14.13,1,Red,0:37:09,Lucian,Loss,18,5,4,4,27,9.7,429,23.90%,1.1,0.46,0.22,0.19,11.80%,879,27.50%,81.80%,619,29632.7,0,0,0.75,0,0,3,1,2,0,2,1,1,1,0,0,0,5,3,1,48.3
Photic,ADCARRY,NIP,TES,JackeyLove,Ascend,23.07.2024,v14.13,1,Red,0:37:09,Ziggs,Loss,18,3,0,6,1,9.2,415,23.10%,0.88,0.43,0.11,0.16,9.40%,1210,37.80%,81.80%,104,19723.4,1,0,1,0,0,3,1,2,0,2,1,1,1,0,0,0,5,3,1,48.3
Zhuo,SUPPORT,NIP,TES,meiko,Ascend,23.07.2024,v14.13,1,Red,0:37:09,Rakan,Loss,12,0,1,11,0,1.1,223,12.40%,4.42,2.72,0.48,0.51,47.20%,111,3.50%,100.00%,102,23586.3,1,0,1,0,0,3,1,2,0,2,1,1,1,0,0,0,5,3,1,48.3
shanji,TOP,NIP,TES,369,Ascend,23.07.2024,v14.13,2,Blue,0:26:45,Kennen,Loss,14,2,6,2,0,8.2,358,22.80%,0.79,0.34,0.15,0.07,10.70%,827,35.60%,57.10%,1040,19811.1,0,0,0.6,1,1,1,0,0,0,6,0,0,0,3,1,0,4,0,0,41.4
AKi,JUNGLE,NIP,TES,Tian,Ascend,23.07.2024,v14.13,2,Blue,0:26:45,Sejuani,Loss,12,1,2,3,117,5.3,292,18.60%,1.95,0.97,0.3,0.37,26.50%,199,8.60%,57.10%,-730,30752.3,0,0,0.4,1,1,1,0,0,0,6,0,0,0,3,1,0,4,0,0,41.4
RooKie,MID,NIP,TES,Creme,Ascend,23.07.2024,v14.13,2,Blue,0:26:45,Lucian,Loss,13,4,6,2,0,8.4,385,24.50%,0.95,0.34,0.07,0.34,13.00%,763,32.80%,85.70%,105,20751.7,0,0,0.8,1,1,1,0,0,0,6,0,0,0,3,1,0,4,0,0,41.4
Photic,ADCARRY,NIP,TES,JackeyLove,Ascend,23.07.2024,v14.13,2,Blue,0:26:45,Senna,Loss,10,0,2,7,1,1.3,276,17.60%,2.59,1.23,0.26,0.3,35.20%,386,16.60%,100.00%,-2477,13410.4,0,0,1,1,1,1,0,0,0,6,0,0,0,3,1,0,4,0,0,41.4
Zhuo,SUPPORT,NIP,TES,meiko,Ascend,23.07.2024,v14.13,2,Blue,0:26:45,Ornn,Loss,13,0,4,2,0,5.8,261,16.60%,1.07,0.71,0.37,0.11,14.60%,149,6.40%,28.60%,562,24818.5,0,0,0,1,1,1,0,0,0,6,0,0,0,3,1,0,4,0,0,41.4
369,TOP,TES,NIP,shanji,Ascend,23.07.2024,v14.13,2,Red,0:26:45,KSante,Win,16,5,2,9,0,7.5,416,19.50%,1.18,0.34,0.26,0.26,13.90%,520,15.70%,70.00%,-1040,24283.1,0,0,0.429,0,1,11,1,3,0,0,1,1,1,3,2,0,4,4,0,58.6
Tian,JUNGLE,TES,NIP,AKi,Ascend,23.07.2024,v14.13,2,Red,0:26:45,Ivern,Win,15,2,0,14,138,5.8,408,19.10%,1.46,0.37,0.34,0.37,17.30%,350,10.60%,80.00%,730,10899.1,0,1,0.857,0,1,11,1,3,0,0,1,1,1,3,2,0,4,4,0,58.6
Creme,MID,TES,NIP,RooKie,Ascend,23.07.2024,v14.13,2,Red,0:26:45,Zeri,Win,16,3,1,7,25,10.8,508,23.70%,1.29,0.34,0.04,0.45,15.30%,973,29.40%,50.00%,-105,13204.8,0,0,0.143,0,1,11,1,3,0,0,1,1,1,3,2,0,4,4,0,58.6
JackeyLove,ADCARRY,TES,NIP,Photic,Ascend,23.07.2024,v14.13,2,Red,0:26:45,Ezreal,Win,15,9,0,3,4,9.2,527,24.70%,0.77,0.26,0.07,0.41,9.10%,1120,33.90%,60.00%,2477,8954.14,1,0,0.571,0,1,11,1,3,0,0,1,1,1,3,2,0,4,4,0,58.6
meiko,SUPPORT,TES,NIP,Zhuo,Ascend,23.07.2024,v14.13,2,Red,0:26:45,Leona,Win,11,1,4,11,0,1.4,279,13.10%,3.75,1.76,0.64,0.71,44.50%,346,10.50%,60.00%,-562,20278.2,1,0,0.571,0,1,11,1,3,0,0,1,1,1,3,2,0,4,4,0,58.6
Qingtian,TOP,UP,OMG,Hery,Nirvana,24.07.2024,v14.14,1,Blue,0:38:08,Gnar,Win,18,2,4,10,23,8.3,391,18.90%,1.5,0.5,0.24,0.39,15.10%,463,15.40%,50.00%,-380,32614.2,0,0,0.286,1,1,11,0,3,0,6,1,0,1,1,0,0,6,4,0,61.1
H4cker,JUNGLE,UP,OMG,Tianzhen,Nirvana,24.07.2024,v14.14,1,Blue,0:38:08,Lillia,Win,18,5,4,13,197,7.3,413,19.90%,1.63,0.18,0.1,0.6,16.40%,589,19.60%,75.00%,898,43323.9,1,0,0.714,1,1,11,0,3,0,6,1,0,1,1,0,0,6,4,0,61.1
Yuekai,MID,UP,OMG,Angel,Nirvana,24.07.2024,v14.14,1,Blue,0:38:08,Corki,Win,18,7,2,5,38,9.7,476,23.00%,1.55,0.39,0.08,0.52,15.50%,590,19.60%,50.00%,26,19975.6,0,0,0.286,1,1,11,0,3,0,6,1,0,1,1,0,0,6,4,0,61.1
Doggo,ADCARRY,UP,OMG,Starry,Nirvana,24.07.2024,v14.14,1,Blue,0:38:08,Ashe,Win,18,9,2,11,30,9.6,507,24.50%,1.92,0.55,0.31,0.63,19.20%,1071,35.50%,83.30%,783,17316.9,1,1,0.857,1,1,11,0,3,0,6,1,0,1,1,0,0,6,4,0,61.1
Niket,SUPPORT,UP,OMG,Ppgod,Nirvana,24.07.2024,v14.14,1,Blue,0:38:08,Braum,Win,15,1,4,19,0,1.2,283,13.70%,3.38,1.81,0.5,0.6,33.80%,302,10.00%,83.30%,78,40296.9,1,0,0.857,1,1,11,0,3,0,6,1,0,1,1,0,0,6,4,0,61.1
